0.442605,0.440319,0.437576,0.434661,0.432352,0.430396,0.430094,0.430713,0.431909,0.432399,0.435708,0.440904,0.446973,0.454065,0.460721,0.464951,0.469317,0.473982,0.480678,0.487919,0.493408,0.497993,0.499529,0.500023,0.499096,0.498941,0.499453,0.501861,0.508100,0.517834,0.539418,0.578640,0.647414,0.755120,0.898828,1.051425,1.160729,1.214788,1.234436,1.236578,1.228805,1.213198,1.192752,1.169801,1.143251,1.114798,1.084284,1.053585,1.023417,0.995542,0.968378,0.944262,0.922149,0.903170,0.885529,0.868643,0.852003,0.835488,0.820235,0.806653,0.793947,0.781952,0.769304,0.759094,0.753688,0.745517,0.738805,0.733279,0.727889,0.723368,0.718226,0.713365,0.708127,0.704317,0.701189,0.699044,0.698122,0.699957,0.705219,0.713383,0.725112,0.737912,0.752201,0.764122,0.777121,0.790656,0.803389,0.816656,0.825157,0.832584,0.843794,0.855303,0.867949,0.882209,0.893226,0.905376,0.912388,0.925547,0.941147,0.953732
0.501665,0.494457,0.488501,0.482396,0.478089,0.474283,0.473124,0.473080,0.473162,0.474454,0.478503,0.484728,0.491963,0.500925,0.508669,0.512854,0.517257,0.523360,0.531585,0.539501,0.546583,0.551403,0.552724,0.552294,0.551168,0.550768,0.550550,0.552628,0.559068,0.570589,0.595116,0.638547,0.713842,0.834743,0.993665,1.159892,1.281331,1.341798,1.365531,1.370216,1.361282,1.343258,1.320190,1.292579,1.262383,1.230657,1.195165,1.160560,1.126546,1.094669,1.065627,1.039119,1.014536,0.994955,0.975553,0.957293,0.940719,0.922892,0.907397,0.892486,0.879411,0.866446,0.853455,0.842167,0.832388,0.823960,0.816902,0.809333,0.803585,0.796664,0.792169,0.785274,0.779567,0.774481,0.771451,0.767519,0.767151,0.770693,0.776212,0.786330,0.799338,0.816150,0.831872,0.846143,0.859947,0.875344,0.889684,0.904178,0.913485,0.923222,0.932661,0.945332,0.957089,0.970430,0.985003,0.997363,1.007630,1.020394,1.034810,1.051161
0.337304,0.333483,0.329211,0.324416,0.320645,0.318074,0.316568,0.316008,0.315886,0.316603,0.319805,0.325154,0.330544,0.336669,0.342223,0.346113,0.349677,0.353775,0.359720,0.366412,0.372559,0.376529,0.377105,0.376468,0.374781,0.373509,0.373254,0.374628,0.379303,0.387905,0.407389,0.441813,0.503517,0.601374,0.735195,0.883112,0.997426,1.058395,1.084783,1.092153,1.086712,1.073509,1.053889,1.029856,1.003732,0.976093,0.945533,0.915181,0.886287,0.859561,0.834084,0.811481,0.791022,0.774177,0.758314,0.742881,0.727060,0.713279,0.699071,0.686416,0.673929,0.662493,0.650238,0.639483,0.628674,0.621580,0.615155,0.608148,0.602541,0.597569,0.591904,0.586332,0.581214,0.576459,0.573267,0.569855,0.569641,0.570778,0.576348,0.585161,0.597336,0.613215,0.628532,0.642922,0.656188,0.669061,0.682625,0.695593,0.705535,0.711991,0.720436,0.731956,0.743555,0.756088,0.767433,0.777691,0.787126,0.800201,0.814530,0.828932
0.345522,0.339825,0.334354,0.329588,0.325574,0.322334,0.320890,0.320628,0.320399,0.321730,0.324994,0.330575,0.336469,0.342915,0.348793,0.352476,0.355410,0.359579,0.365011,0.371182,0.376339,0.380042,0.380257,0.379133,0.377121,0.375770,0.375020,0.376271,0.380658,0.389383,0.407621,0.440277,0.498157,0.591843,0.719856,0.861326,0.972149,1.032841,1.059644,1.067648,1.062511,1.049175,1.029821,1.007455,0.980877,0.952648,0.923241,0.893308,0.865316,0.838989,0.814643,0.792196,0.772321,0.755339,0.739077,0.723540,0.708156,0.693371,0.679611,0.666424,0.654311,0.642449,0.630491,0.620115,0.610543,0.603230,0.596844,0.590695,0.585511,0.580752,0.575765,0.570338,0.564853,0.560055,0.556986,0.553924,0.553410,0.555008,0.559984,0.568194,0.580319,0.595886,0.610687,0.623727,0.636544,0.649185,0.662167,0.673435,0.681535,0.686881,0.695944,0.705098,0.716383,0.726594,0.735837,0.746576,0.756797,0.766150,0.779961,0.793363
0.334146,0.327848,0.322860,0.317677,0.314163,0.311023,0.309618,0.309531,0.309772,0.311150,0.314462,0.319565,0.325189,0.332049,0.338037,0.342376,0.346349,0.351281,0.358344,0.365415,0.372240,0.377252,0.378827,0.379321,0.378624,0.378165,0.378577,0.381087,0.387041,0.398408,0.421406,0.461972,0.533006,0.648415,0.801078,0.961722,1.077402,1.133008,1.152247,1.153511,1.143590,1.127102,1.104962,1.078758,1.049472,1.017455,0.984268,0.950621,0.918552,0.887511,0.858627,0.832996,0.809274,0.788732,0.770030,0.751796,0.733467,0.715474,0.699065,0.684282,0.670190,0.657544,0.644691,0.634122,0.626801,0.619209,0.612653,0.607233,0.603023,0.598552,0.593481,0.588579,0.583110,0.579237,0.576485,0.573211,0.572898,0.575542,0.580966,0.589514,0.600675,0.616371,0.630278,0.643237,0.657234,0.671590,0.686270,0.699466,0.707941,0.716014,0.727767,0.740173,0.754630,0.767534,0.779760,0.792056,0.801178,0.812804,0.827356,0.843596
0.259886,0.256675,0.253390,0.249836,0.246545,0.244388,0.243147,0.243004,0.243417,0.244842,0.248854,0.254620,0.261007,0.268835,0.277354,0.284652,0.288636,0.290116,0.295840,0.303853,0.310090,0.313428,0.314386,0.314579,0.313749,0.313260,0.313767,0.315705,0.321284,0.331090,0.352461,0.391145,0.460290,0.569931,0.720605,0.886726,1.013645,1.078962,1.105516,1.110755,1.103355,1.087837,1.066336,1.039364,1.010013,0.978401,0.944004,0.910247,0.877619,0.846232,0.817626,0.791342,0.767931,0.747677,0.729443,0.710383,0.691362,0.673276,0.655739,0.640565,0.625670,0.612372,0.598306,0.586406,0.576934,0.568180,0.561678,0.555905,0.550768,0.545901,0.540649,0.535350,0.530234,0.525412,0.522505,0.519322,0.518760,0.520850,0.526932,0.535744,0.548239,0.563483,0.579013,0.593879,0.607629,0.622116,0.636600,0.650901,0.660723,0.666847,0.675883,0.687359,0.703005,0.715098,0.727454,0.738738,0.753289,0.767007,0.781412,0.797338
0.485895,0.479435,0.473971,0.468665,0.464609,0.461529,0.459879,0.459578,0.459373,0.460663,0.463807,0.469635,0.475944,0.483126,0.490032,0.493677,0.497192,0.501810,0.508625,0.515062,0.521178,0.524821,0.525666,0.524908,0.523225,0.522166,0.521889,0.523484,0.528009,0.537648,0.557778,0.593964,0.658177,0.762532,0.905633,1.064298,1.189378,1.255810,1.285622,1.294125,1.288624,1.274918,1.254102,1.228354,1.199743,1.169470,1.136323,1.103576,1.071498,1.041414,1.013246,0.986587,0.964248,0.943221,0.924917,0.906533,0.888369,0.871712,0.855797,0.840891,0.826837,0.813479,0.800133,0.788933,0.781517,0.771569,0.763947,0.757838,0.752016,0.746184,0.740653,0.735337,0.729822,0.725135,0.722180,0.719012,0.718196,0.720019,0.725936,0.733505,0.746706,0.761976,0.777404,0.792685,0.805784,0.820880,0.835380,0.849051,0.857568,0.866641,0.877407,0.887282,0.901738,0.915664,0.927754,0.937936,0.954403,0.964896,0.979884,0.997551
0.756654,0.750704,0.744954,0.739228,0.735155,0.732091,0.730220,0.728762,0.728755,0.730425,0.734423,0.739611,0.746802,0.754846,0.761920,0.766955,0.772505,0.778482,0.785350,0.793091,0.798413,0.803286,0.805561,0.805702,0.804692,0.804378,0.803953,0.804796,0.810042,0.820126,0.840302,0.879396,0.947094,1.059965,1.210027,1.374918,1.500661,1.568998,1.597175,1.606390,1.600908,1.589254,1.567638,1.539549,1.511031,1.478374,1.442911,1.408130,1.373739,1.342856,1.311170,1.285085,1.259851,1.238538,1.218618,1.199795,1.180316,1.160391,1.143118,1.126754,1.111839,1.097712,1.083815,1.072379,1.072076,1.057840,1.050383,1.044025,1.038413,1.032989,1.027440,1.020984,1.014095,1.010563,1.005871,1.002751,1.002124,1.003362,1.007547,1.017265,1.025679,1.045021,1.058680,1.073669,1.086703,1.100983,1.117458,1.129865,1.137542,1.147512,1.158083,1.169746,1.185629,1.200599,1.210379,1.224900,1.214535,1.233414,1.251881,1.267187
1.012714,1.008496,1.003387,0.999503,0.996189,0.993180,0.991583,0.989841,0.988717,0.990622,0.992993,0.998054,1.002556,1.011032,1.017835,1.023750,1.030695,1.034997,1.041857,1.045715,1.050918,1.052624,1.053348,1.053621,1.053622,1.051091,1.049430,1.050754,1.054682,1.063841,1.081805,1.117507,1.181999,1.280890,1.414965,1.562833,1.677770,1.739856,1.767971,1.786138,1.790573,1.774882,1.760473,1.736578,1.718022,1.689483,1.659904,1.631018,1.593246,1.567574,1.541501,1.517676,1.495191,1.476431,1.459195,1.439396,1.417659,1.403777,1.386732,1.371914,1.357885,1.345667,1.335527,1.323430,1.299896,1.294746,1.288877,1.282087,1.276120,1.273470,1.269487,1.261884,1.252243,1.250502,1.246085,1.244283,1.241486,1.243276,1.247796,1.250943,1.266827,1.275515,1.285972,1.294159,1.304972,1.310641,1.321331,1.331285,1.346329,1.347295,1.355772,1.361784,1.374072,1.381657,1.389061,1.397728,1.436143,1.442896,1.454901,1.472924
0.272093,0.267683,0.263268,0.258398,0.254572,0.252004,0.250576,0.249660,0.249932,0.250912,0.254404,0.259848,0.266054,0.272063,0.278030,0.281509,0.284916,0.289500,0.295780,0.302437,0.308501,0.312833,0.313749,0.313118,0.311270,0.310090,0.310225,0.311561,0.316579,0.325582,0.345272,0.380632,0.441875,0.539402,0.669085,0.807927,0.912361,0.966257,0.989454,0.995402,0.990454,0.977868,0.960782,0.940060,0.916172,0.890634,0.862755,0.834875,0.808206,0.783137,0.759546,0.737788,0.718673,0.702384,0.686944,0.672091,0.656844,0.642999,0.629124,0.616794,0.604651,0.593595,0.581596,0.571177,0.562917,0.555662,0.549456,0.544267,0.539070,0.534305,0.529352,0.523964,0.518735,0.514559,0.511284,0.507906,0.507796,0.509475,0.515066,0.523820,0.535265,0.551446,0.566230,0.579541,0.592657,0.605684,0.618874,0.631032,0.640745,0.647696,0.656873,0.667834,0.678472,0.689829,0.700747,0.711692,0.718032,0.728232,0.741385,0.753894
